imdbId,Genre,Poster,Sci-Fi,Sport,Drama,Comedy,Thriller,Horror,Romance,Animation,Biography,Fantasy,Crime,Action,Mystery,Adventure,Family
91759,Sci-Fi,image21.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424774,Action|Adventure|Family,image3102.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
91829,Fantasy|Horror|Mystery,image22.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
449010,Action|Adventure|Family,image3324.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
92007,Adventure|Comedy|Sci-Fi,image25.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92074,Comedy|Horror|Sci-Fi,image6130.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
92076,Comedy|Horror,image1595.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
92115,Comedy|Fantasy|Horror,image171.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
92147,Comedy|Fantasy|Horror,image183.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
92240,Action|Horror|Romance,image26.jpg,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
92297,Fantasy|Horror,image27.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
92298,Action|Adventure|Sci-Fi,image28.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
457495,Action|Adventure|Family,image3442.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
92530,Horror|Sci-Fi,image29.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92532,Adventure|Comedy|Sci-Fi,image30.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
92563,Crime|Horror|Mystery,image32.jpg,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
92610,Comedy|Horror|Sci-Fi,image6165.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
465234,Action|Adventure|Family,image3535.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
92676,Horror|Mystery,image34.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
92796,Comedy|Fantasy|Horror,image185.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
92809,Sci-Fi|Horror,image35.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465234,Action|Adventure|Family,image3536.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
92850,Comedy|Horror,image1668.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
92863,Horror|Sci-Fi,image36.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92906,Fantasy|Horror,image37.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
92991,Comedy|Horror,image1721.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
93075,Fantasy|Horror,image38.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
467923,Action|Adventure|Family,image3568.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
93091,Comedy|Horror,image1766.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
93185,Action|Crime|Horror,image40.jpg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
93207,Animation|Sci-Fi,image41.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
93220,Comedy|Fantasy|Horror,image190.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
93238,Comedy|Horror,image2001.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
93349,Comedy|Drama|Sci-Fi,image8047.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
93405,Action|Comedy|Sci-Fi,image42.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
499448,Action|Adventure|Family,image3870.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
93437,Comedy|Horror,image2005.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
93477,Comedy|Romance|Sci-Fi,image44.jpg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
93533,Action|Horror|Sci-Fi,image45.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
93582,Comedy|Fantasy|Horror,image193.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
93586,Action|Sci-Fi,image46.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93589,Comedy|Fantasy|Horror,image194.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
93593,Adventure|Fantasy|Sci-Fi,image47.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
93624,Comedy|Fantasy|Horror,image195.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
93628,Comedy|Fantasy|Horror,image203.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
93629,Action|Fantasy|Horror,image48.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
499448,Action|Adventure|Family,image3871.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
790781,Action|Adventure|Family,image3994.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
93791,Sci-Fi,image50.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93793,Comedy|Drama|Sci-Fi,image8058.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
93828,Action|Comedy|Sci-Fi,image51.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
938283,Action|Adventure|Family,image4419.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
93854,Comedy|Horror,image2026.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
93870,Action|Crime|Sci-Fi,image53.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
93894,Action|Crime|Sci-Fi,image54.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
93990,Comedy|Horror,image2059.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
93996,Comedy|Horror,image2140.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
94012,Adventure|Comedy|Sci-Fi,image55.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
94033,Action|Adventure|Sci-Fi,image56.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
94057,Comedy|Horror,image2240.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
94152,Action|Romance|Sci-Fi,image57.jpg,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
94332,Comedy|Fantasy|Horror,image210.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
94383,Comedy|Horror,image2250.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
94597,Comedy|Horror,image2288.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
94631,Action|Crime|Sci-Fi,image58.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
963966,Action|Adventure|Family,image4462.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
94793,Comedy|Horror,image2304.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
94794,Horror|Sci-Fi,image61.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94919,Comedy|Horror|Sci-Fi,image6168.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95040,Sci-Fi,image62.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95312,Comedy|Horror,image2372.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1075417,Action|Adventure|Family,image4707.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
95381,Comedy|Sci-Fi,image63.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95389,Crime|Horror|Mystery,image64.jpg,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
95444,Comedy|Horror|Sci-Fi,image6183.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95483,Action|Horror,image65.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
95484,Fantasy|Horror|Mystery,image66.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
95488,Comedy|Horror,image2376.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95512,Animation|Action|Sci-Fi,image67.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
95525,Adventure|Sci-Fi|Animation,image68.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
95583,Action|Crime|Horror,image69.jpg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
95652,Horror|Sci-Fi,image70.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95687,Comedy|Sci-Fi,image71.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95756,Comedy|Horror|Sci-Fi,image6205.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95863,Action|Fantasy|Horror,image72.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
95924,Horror|Sci-Fi,image73.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95925,Fantasy|Horror,image74.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
95989,Comedy|Horror|Sci-Fi,image6246.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
95990,Comedy|Horror|Sci-Fi,image6250.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96071,Fantasy|Horror,image75.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
96119,Comedy|Horror,image2424.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96126,Comedy|Drama|Sci-Fi,image8062.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
96142,Comedy|Horror,image2425.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96218,Comedy|Fantasy|Horror,image212.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
96239,Comedy|Horror,image2477.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96246,Horror|Sci-Fi,image76.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96251,Horror|Sci-Fi,image77.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96256,Action|Horror|Sci-Fi,image78.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
96426,Comedy|Horror,image2496.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96754,Adventure|Drama|Sci-Fi,image80.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
96816,Animation|Action|Sci-Fi,image81.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
96874,Adventure|Comedy|Sci-Fi,image82.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
96994,Sci-Fi,image84.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97001,Comedy|Horror|Sci-Fi,image6256.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
97008,Horror|Sci-Fi,image85.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1587310,Action|Adventure|Family,image5803.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
97178,Adventure|Horror,image88.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
97179,Action|Horror|Sci-Fi,image89.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
97292,Adventure|Drama|Sci-Fi,image90.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
97364,Comedy|Horror,image2538.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
97368,Horror|Sci-Fi,image91.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97371,Sci-Fi|Horror,image92.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97423,Comedy|Sci-Fi,image94.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97429,Comedy|Fantasy|Horror,image213.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1717715,Action|Adventure|Family,image6089.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
97737,Adventure|Horror|Mystery,image95.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
97874,Horror|Sci-Fi,image96.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97883,Mystery|Sci-Fi,image97.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97905,Comedy|Horror|Sci-Fi,image6260.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1964418,Action|Adventure|Family,image6464.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
97938,Comedy|Horror,image2616.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2784134,Action|Adventure|Family,image7322.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
97981,Fantasy|Horror|Romance,image99.jpg,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
98068,Comedy|Horror|Mystery,image5591.jpg,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
98089,Horror|Romance,image101.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
98143,Fantasy|Horror|Sci-Fi,image102.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3949936,Action|Adventure|Family,image7963.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
98157,Comedy|Horror,image2651.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
98193,Sci-Fi|Horror|Comedy,image8280.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
98216,Action|Adventure|Sci-Fi,image104.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
98321,Action|Horror|Sci-Fi,image105.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
98350,Adventure|Sci-Fi,image106.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98354,Comedy|Horror,image2677.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
120755,Action|Adventure|Thriller,image498.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
98577,Comedy|Horror,image2702.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
98622,Action|Fantasy|Horror,image107.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
98672,Horror|Mystery,image108.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
98692,Animation|Fantasy|Horror,image109.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
99052,Comedy|Fantasy|Horror,image215.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
99108,Comedy|Horror,image2705.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
99173,Horror|Mystery|Sci-Fi,image110.jpg,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
99180,Comedy|Horror|Sci-Fi,image6273.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
143145,Action|Adventure|Thriller,image735.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
99277,Action|Horror|Sci-Fi,image111.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
99313,Horror|Sci-Fi,image112.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99582,Horror|Sci-Fi,image113.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99601,Horror|Mystery|Romance,image114.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
99611,Comedy|Horror,image2712.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
99612,Horror|Sci-Fi,image115.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99636,Fantasy|Horror|Comedy,image7936.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
99700,Comedy|Fantasy|Horror,image228.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
99701,Action|Adventure|Horror,image116.jpg,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
99731,Romance|Sci-Fi,image117.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186566,Action|Adventure|Thriller,image1067.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
99817,Action|Crime|Horror,image119.jpg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
99817,Action|Crime|Horror,image120.jpg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
99856,Comedy|Horror|Sci-Fi,image6295.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
100107,Crime|Horror|Action,image121.jpg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
100129,Comedy|Sci-Fi,image122.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246460,Action|Adventure|Thriller,image1459.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
100172,Comedy|Horror,image2725.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
100260,Action|Fantasy|Horror,image123.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
100369,Horror|Romance,image124.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
100403,Action|Horror|Sci-Fi,image125.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
100438,Fantasy|Horror|Sci-Fi,image126.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
100475,Comedy|Fantasy|Horror,image235.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
100502,Action|Crime|Sci-Fi,image127.jpg,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
100586,Horror|Sci-Fi,image128.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100637,Horror|Comedy,image7946.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
100639,Comedy|Horror,image2730.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
283160,Action|Adventure|Thriller,image1793.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
100666,Adventure|Comedy|Sci-Fi,image130.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
100670,Comedy|Sci-Fi,image131.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100740,Comedy|Fantasy|Horror,image238.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
295701,Action|Adventure|Thriller,image1928.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
100814,Comedy|Horror,image2753.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
100975,Horror|Sci-Fi,image133.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101005,Comedy|Sci-Fi,image134.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
317919,Action|Adventure|Thriller,image2118.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
101296,Comedy|Horror|Sci-Fi,image6309.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101309,Horror|Sci-Fi,image135.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101366,Action|Adventure|Sci-Fi,image136.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
101420,Fantasy|Horror,image137.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
101458,Action|Drama|Sci-Fi,image138.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
101483,Comedy|Horror,image2777.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101502,Comedy|Horror|Sci-Fi,image6345.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101550,Comedy|Fantasy|Horror,image241.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
101591,Comedy|Horror|Sci-Fi,image6348.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101627,Comedy|Horror|Sci-Fi,image6359.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101628,Comedy|Horror|Sci-Fi,image6375.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101751,Action|Comedy|Sci-Fi,image139.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
337978,Action|Adventure|Thriller,image2276.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
358294,Action|Adventure|Thriller,image2430.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
101893,Action|Fantasy|Sci-Fi,image142.jpg,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
101917,Comedy|Fantasy|Horror,image243.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
101931,Action|Sci-Fi,image143.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101988,Sci-Fi|Action|Comedy,image144.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
102181,Mystery|Sci-Fi,image145.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102210,Comedy|Horror|Sci-Fi,image6400.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
102489,Horror|Sci-Fi,image146.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102569,Fantasy|Horror|Sci-Fi,image147.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
381061,Action|Adventure|Thriller,image2679.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
102690,Comedy|Horror,image2790.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
102728,Fantasy|Horror|Sci-Fi,image148.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
102800,Action|Sci-Fi,image149.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102847,Animation|Fantasy|Horror,image150.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
102848,Action|Horror|Sci-Fi,image151.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
102975,Action|Adventure|Sci-Fi,image152.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
103002,Fantasy|Horror,image153.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
103003,Action|Comedy|Sci-Fi,image154.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
457090,Action|Adventure|Thriller,image3431.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
103116,Action|Sci-Fi,image156.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103268,Horror|Comedy,image8037.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
103644,Action|Horror|Sci-Fi,image157.jpg,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
103773,Comedy|Horror,image2801.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
103873,Comedy|Horror,image2934.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
103874,Fantasy|Horror,image158.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
457090,Action|Adventure|Thriller,image3432.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
103923,Action|Adventure|Sci-Fi,image159.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
103959,Comedy|Horror,image2961.jpg,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
772251,Action|Adventure|Thriller,image3938.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
104070,Comedy|Fantasy|Horror,image250.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
104083,Comedy|Fantasy|Horror,image253.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
104115,Action|Fantasy|Horror,image163.jpg,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
808339,Action|Adventure|Thriller,image4071.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
104291,Romance|Sci-Fi,image164.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
